reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,sampling_method,method_number,haul_number_pass_number,species,length_mm,weight_g,sex,maturity,age_structure,age_sample_number,age,genetic_structure,genetic_sample_number,comments
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,85,7.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A33. Row ID: 412.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,123,19.8,,,,,,,,NA. Pit Tag ID: 3DD.003E192A5B. Row ID: 413.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,105,12.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A36. Row ID: 414.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,89,10,,,,,,,,NA. Pit Tag ID: 3DD.003E192A24. Row ID: 415.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,visual observation above water,,1,Fish Unidentified Species,50,,,,,,,,,fork length estimated
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,114,16.3,,,,,,,,NA. Pit Tag ID: 3DD.003E192A4B. Row ID: 416.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,96,9.7,,,,,,,,NA. Pit Tag ID: 3DD.003E192A1B. Row ID: 417.
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Rainbow Trout,47,1.1,,,,,,,,
12,Tributary to Table River,125231_us_ef1,00000PARS,0,12,electrofishing,,1,Fish Unidentified Species,50,1.5,,,,,,,,"over counted fish while sampling, capture location uncertain"
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,86,6.7,,,,,,,,NA. Pit Tag ID: 3DD.003E192A38. Row ID: 418.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,91,11.7,,,,,,,,NA. Pit Tag ID: 3DD.003E192A5D. Row ID: 420.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,89,8.3,,,,,,,,NA. Pit Tag ID: 3DD.003E192A2C. Row ID: 419.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,104,13.1,,,,,,,,NA. Pit Tag ID: 3DD.003E192A64. Row ID: 421.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,97,8.8,,,,,,,,NA. Pit Tag ID: 3DD.003E192A39. Row ID: 422.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,90,7.5,,,,,,,,NA. Pit Tag ID: 3DD.003E192A63. Row ID: 423.
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,49,1.2,,,,,,,,
13,Tributary to Table River,125231_ds_ef2,00000PARS,0,13,electrofishing,,1,Rainbow Trout,47,1.2,,,,,,,,
14,Fern Creek,125261_ds_ef1,00000PARS,0,14,electrofishing,,1,Sculpin (General),80,5.9,,,,,,,,
14,Fern Creek,125261_ds_ef1,00000PARS,0,14,electrofishing,,1,Sculpin (General),61,2.2,,,,,,,,
14,Fern Creek,125261_ds_ef1,00000PARS,0,14,electrofishing,,1,Sculpin (General),70,3.4,,,,,,,,
14,Fern Creek,125261_ds_ef1,00000PARS,0,14,electrofishing,,1,Sculpin (General),73,3.9,,,,,,,,
14,Fern Creek,125261_ds_ef1,00000PARS,0,14,electrofishing,,1,Sculpin (General),63,2.6,,,,,,,,
